BULAN,TAHUN,DISTRIBUTOR,KOTA,PRINSIPAL,PRODUK,BRAND,JENIS,UKURAN,QTY
Februari,2026,VM MEDAN,MEDAN,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,15
Februari,2026,VM PKU,PEKANBARU,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,15
Februari,2026,ANGKASA VAPOR,SAMPIT,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,25
Februari,2026,FVS,BANDUNG,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,37
Februari,2026,VSP,SEMARANG,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,25
Maret,2026,BED,BANDUNG,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
Maret,2026,BLACKJACK,BOGOR,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,20
Maret,2026,DP88,PONTIANAK,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Maret,2026,FVS,BANDUNG,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,465
Maret,2026,MILDOS LAMPUNG,LAMPUNG,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Maret,2026,OMAH VAPE,SOLO,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,70
Maret,2026,SEGITIGA MAS,BOGOR,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Maret,2026,SENTRAL,CIMAHI,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Maret,2026,VSP,SEMARANG,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Maret,2026,ABUNAWAS,PALEMBANG,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Maret,2026,VB DISTRI,TANGERANG,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Maret,2026,FVS,BANDUNG,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,500
Maret,2026,VAPOR PIDIE,ACEH,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Maret,2026,VM PKU,PEKANBARU,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Maret,2026,IVS,TANGERANG,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Maret,2026,RAYS,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
Maret,2026,VAPEXPRESS,BOGOR,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Maret,2026,ANGKASA VAPOR,SAMPIT,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,25
Maret,2026,VAPE ON,SURABAYA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,200
Maret,2026,VAPEHAN,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Maret,2026,MILDOS LAMPUNG,LAMPUNG,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,150
Maret,2026,IVS,TANGERANG,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
Maret,2026,SINAR PKU,PEKANBARU,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Maret,2026,VAPORINDO TAMA,BATAM,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,20
Maret,2026,VM PKU,PEKANBARU,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Maret,2026,OVS MAKASSAR,MAKASAR,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
Maret,2026,VAPORIZER JAKARA (VJ),JAKARTA,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,200
Maret,2026,MILDOS TANGERANG,TANGERANG,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
Maret,2026,SEGITIGA MAS,BOGOR,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Maret,2026,VB DISTRI,TANGERANG,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Maret,2026,VM MEDAN,MEDAN,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,20
Maret,2026,VAPING BANJARMASIN,BANJARMASIN,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
April,2026,CLOUDVAPING,BANDUNG,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,25
April,2026,PING DISTRI,KARAWANG,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,75
April,2026,SARANG VAPERS,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
April,2026,TOM VAPOR GASS,JAKARTA,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
April,2026,TOM VAPOR,JAKARTA,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
April,2026,VAPEHAN,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
April,2026,VAPEHITZ,BANDUNG,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
April,2026,VL DISTRI,BEKASI,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,75
April,2026,MAMANINI PT.ACIMA GLOBAL MANDIRI,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
April,2026,NV DISTRI,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
April,2026,VAPEBOSS SURABAYA,SURABAYA,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
April,2026,NN VAPE,JAKARTA,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,25
April,2026,VAPORINDO TAMA,BATAM,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
April,2026,VM MEDAN,MEDAN,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,20
April,2026,VM PKU,PEKANBARU,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
April,2026,MR VAPE TANGERANG,TANGERANG,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
April,2026,SEGITIGA MAS,BOGOR,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
April,2026,FVS,BANDUNG,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,500
April,2026,SEGITIGA MAS,BOGOR,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
April,2026,VAPE ON,SURABAYA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,200
April,2026,DATU VAPOR SAMPIT,SAMPIT,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
April,2026,RAYS,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
April,2026,DP88,PONTIANAK,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
April,2026,VAPEBRAND,BALI,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
April,2026,VENOM,MOJOKERTO,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,10
April,2026,VM MEDAN,MEDAN,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,20
April,2026,SENTRAL,CIMAHI,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
April,2026,VAPEHAN,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,20
April,2026,BLACKJACK,BOGOR,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
April,2026,PKU VAPOR,PEKANBARU,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,20
April,2026,VM PKU,PEKANBARU,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
April,2026,VSP,SEMARANG,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
April,2026,TOM VAPOR GASS,JAKARTA,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
April,2026,SENTRAL,CIMAHI,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
April,2026,RAYS,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,150
April,2026,VM MEDAN,MEDAN,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
April,2026,OMAH VAPE,SOLO,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Mei,2026,TOM VAPOR,JAKARTA,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,200
Mei,2026,BED,BANDUNG,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
Mei,2026,OVS MAKASSAR,MAKASAR,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
Mei,2026,S3 VAPE,SALATIGA,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,20
Mei,2026,ANGKASA VAPOR,SAMPIT,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,75
Mei,2026,MR VAPE TANGERANG,TANGERANG,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Mei,2026,VAPE ON,SURABAYA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,300
Mei,2026,VAPORIZER JAKARA (VJ),JAKARTA,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,200
Mei,2026,VAPEHAN,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Mei,2026,BLACKJACK,BOGOR,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Mei,2026,SENTRAL,CIMAHI,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Mei,2026,VAPEBRAND,BALI,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Mei,2026,VB DISTRI,TANGERANG,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Mei,2026,CV MITRA,SURABAYA,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Mei,2026,CYCLOZ,BANDUNG,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Mei,2026,JANUAR,JAKARTA,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,25
Mei,2026,CLOUDVAPING,BANDUNG,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,25
Mei,2026,RAYS,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
Mei,2026,FVS,BANDUNG,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
Juni,2026,BLACKJACK,BOGOR,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Juni,2026,MAMANINI PT.ACIMA GLOBAL MANDIRI,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,25
Juni,2026,OVS MAKASSAR,MAKASAR,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
Juni,2026,RAYS,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
Juni,2026,SEGITIGA MAS,BOGOR,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Juni,2026,ANGKASA VAPOR,SAMPIT,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Juni,2026,MAMANINI PT.ACIMA GLOBAL MANDIRI,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,20
Juni,2026,PING DISTRI,KARAWANG,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,25
Juni,2026,TOM VAPOR,JAKARTA,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,200
Juni,2026,VAPING BANJARMASIN,BANJARMASIN,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Juni,2026,DP88,PONTIANAK,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Juni,2026,VAPEHAN,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Juni,2026,BED,BANDUNG,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
Juni,2026,OMAH VAPE,SOLO,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Juni,2026,FVS,BANDUNG,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,200
Juni,2026,TOM VAPOR GASS,JAKARTA,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Juni,2026,ABUNAWAS,PALEMBANG,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,10
Juni,2026,CV MITRA,SURABAYA,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,10
Juli,2026,BLACKJACK,BOGOR,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
Juli,2026,IVS,TANGERANG,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,10
Juli,2026,MAMANINI PT.ACIMA GLOBAL MANDIRI,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,20
Juli,2026,RAYS,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
Juli,2026,VM MEDAN,MEDAN,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,20
Juli,2026,VENOM,MOJOKERTO,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,15
Juli,2026,VAPEHAN,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,25
Juli,2026,MR VAPE TANGERANG,TANGERANG,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2026,VAPE ON,SURABAYA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,200
Juli,2026,VAPEXPRESS,BOGOR,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2026,DP88,PONTIANAK,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2026,RAYS,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2026,TOM VAPOR GASS,JAKARTA,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Juli,2026,ANGKASA VAPOR,SAMPIT,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Juli,2026,FVS,BANDUNG,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,20
Juli,2026,IVS,TANGERANG,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Juli,2026,SINAR PKU,PEKANBARU,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2026,WARGAR,BANJARMASIN,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,40
Juli,2026,SENTRAL,CIMAHI,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Juli,2026,TOM VAPOR,JAKARTA,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,5
Juli,2026,VAPEHITZ,BANDUNG,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,20
Juli,2026,WARVAPE BANJARMASIN,BANJARMASIN,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Juli,2026,VAPEFEST,BANDUNG,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,9
Juli,2026,ABUNAWAS,PALEMBANG,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2026,VAPEBAY,JAKARTA,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,20
Juli,2026,VM MEDAN,MEDAN,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,20
Juli,2026,DATU VAPOR SAMPIT,SAMPIT,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2026,MILDOS TANGERANG,TANGERANG,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2026,SEGITIGA MAS,BOGOR,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
Juli,2026,BED,BANDUNG,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,50
Juli,2026,CYCLOZ,BANDUNG,FVS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Juli,2026,MAMANINI PT.ACIMA GLOBAL MANDIRI,JAKARTA,RAYS,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,42
Juli,2026,OMAH VAPE,SOLO,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,30
Juli,2026,VSP,SEMARANG,PODA,LYCHEE SALTNIC,BEQU,SALTNIC,30ML,100
Januari,2026,DP88,PONTIANAK,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,100
Januari,2026,SENTRAL,CIMAHI,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,100
Januari,2026,BED,BANDUNG,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Januari,2026,VM MEDAN,MEDAN,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Januari,2026,BLACKJACK,BOGOR,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,20
Januari,2026,OVS MAKASSAR,MAKASAR,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,100
Januari,2026,VM PKU,PEKANBARU,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Januari,2026,PING DISTRI,KARAWANG,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Januari,2026,BLACKJACK,BOGOR,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Januari,2026,MILDOS TANGERANG,TANGERANG,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,10
Januari,2026,SEGITIGA MAS,BOGOR,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,150
Januari,2026,MAMANINI PT.ACIMA GLOBAL MANDIRI,JAKARTA,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,75
Januari,2026,FVS,BANDUNG,FVS,MANGO FREEBASE,BEQU,FREEBASE,60ML,30
Januari,2026,FVS,BANDUNG,FVS,MANGO FREEBASE,BEQU,FREEBASE,60ML,75
Januari,2026,VAPEBRAND,BALI,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Januari,2026,TWENTY ONE VAPE,BANJARMASIN,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Januari,2026,SARANG VAPERS,JAKARTA,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,20
Januari,2026,FVS,BANDUNG,FVS,MANGO FREEBASE,BEQU,FREEBASE,60ML,100
Januari,2026,LOMBOK VAPE,LOMBOK,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,25
Januari,2026,DP88,PONTIANAK,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,100
Januari,2026,FVS,BANDUNG,FVS,MANGO FREEBASE,BEQU,FREEBASE,60ML,55
Januari,2026,VM MEDAN,MEDAN,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Januari,2026,VAPEHAN,JAKARTA,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Januari,2026,OVS MAKASSAR,MAKASAR,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,100
Januari,2026,VB DISTRI,TANGERANG,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Januari,2026,FVS,BANDUNG,FVS,MANGO FREEBASE,BEQU,FREEBASE,60ML,100
Januari,2026,BLACKJACK,BOGOR,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,100
Januari,2026,VM PKU,PEKANBARU,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,21
Februari,2026,BED,BANDUNG,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,75
Februari,2026,FVS,BANDUNG,FVS,MANGO FREEBASE,BEQU,FREEBASE,60ML,685
Februari,2026,MAMANINI PT.ACIMA GLOBAL MANDIRI,JAKARTA,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,125
Februari,2026,MILDOS LAMPUNG,LAMPUNG,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,25
Februari,2026,MILDOS TANGERANG,TANGERANG,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Februari,2026,OVS MAKASSAR,MAKASAR,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,100
Februari,2026,OVS MANADO,MANADO,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,25
Februari,2026,RAYS,JAKARTA,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,75
Februari,2026,S3 VAPE,SALATIGA,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,13
Februari,2026,SEGITIGA MAS,BOGOR,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,100
Februari,2026,VAPE OI,JAKARTA,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Februari,2026,VAPE ON,SURABAYA,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,150
Februari,2026,VAPEBRAND,BALI,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,100
Februari,2026,VAPEHAN,JAKARTA,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,25
Februari,2026,VAPEX (RV),BALI,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,25
Februari,2026,VB DISTRI,TANGERANG,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Februari,2026,VM MEDAN,MEDAN,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,25
Februari,2026,VM PKU,PEKANBARU,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,25
Februari,2026,ANGKASA VAPOR,SAMPIT,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,75
Februari,2026,ABUNAWAS,PALEMBANG,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,25
Februari,2026,EJ33 BANJARMASIN,BANJARMASIN,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,75
Februari,2026,EJ33 SAMARINDA,SAMARINDA,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,75
Februari,2026,FVS,BANDUNG,FVS,MANGO FREEBASE,BEQU,FREEBASE,60ML,90
Februari,2026,VSP,SEMARANG,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,75
Februari,2026,BED,BANDUNG,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,75
Februari,2026,FVS,BANDUNG,FVS,MANGO FREEBASE,BEQU,FREEBASE,60ML,685
Februari,2026,MAMANINI PT.ACIMA GLOBAL MANDIRI,JAKARTA,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,125
Februari,2026,MILDOS LAMPUNG,LAMPUNG,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,25
Februari,2026,MILDOS TANGERANG,TANGERANG,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Februari,2026,OVS MAKASSAR,MAKASAR,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,100
Februari,2026,OVS MANADO,MANADO,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,25
Februari,2026,RAYS,JAKARTA,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,75
Februari,2026,S3 VAPE,SALATIGA,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,12
Februari,2026,SEGITIGA MAS,BOGOR,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,100
Februari,2026,VAPE OI,JAKARTA,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Februari,2026,VAPE ON,SURABAYA,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,150
Februari,2026,VAPEBRAND,BALI,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,100
Februari,2026,VAPEHAN,JAKARTA,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,25
Februari,2026,VAPEX (RV),BALI,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,25
Februari,2026,VB DISTRI,TANGERANG,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Februari,2026,VM MEDAN,MEDAN,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,25
Februari,2026,VM PKU,PEKANBARU,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,25
Februari,2026,ANGKASA VAPOR,SAMPIT,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,75
Februari,2026,ABUNAWAS,PALEMBANG,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,25
Februari,2026,EJ33 BANJARMASIN,BANJARMASIN,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,75
Februari,2026,EJ33 SAMARINDA,SAMARINDA,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,75
Februari,2026,FVS,BANDUNG,FVS,MANGO FREEBASE,BEQU,FREEBASE,60ML,90
Februari,2026,VSP,SEMARANG,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,75
Maret,2026,ABUNAWAS,PALEMBANG,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,100
Maret,2026,BED,BANDUNG,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,100
Maret,2026,BLACKJACK,BOGOR,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,150
Maret,2026,DP88,PONTIANAK,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,200
Maret,2026,FVS,BANDUNG,FVS,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Maret,2026,LOMBOK VAPE,LOMBOK,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,25
Maret,2026,MAGIC,BALI,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,75
Maret,2026,OMAH VAPE,SOLO,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Maret,2026,SEGITIGA MAS,BOGOR,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Maret,2026,SENTRAL,CIMAHI,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,100
Maret,2026,VM HANZO,PONTIANAK,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,25
Maret,2026,VM PKU,PEKANBARU,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Maret,2026,VSP,SEMARANG,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Maret,2026,OVS MAKASSAR,MAKASAR,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,200
Maret,2026,PREVA/TOKO VAPEKU,JAKARTA,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,10
Maret,2026,WARGAR,BANJARMASIN,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Maret,2026,VB DISTRI,TANGERANG,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,100
Maret,2026,FVS,BANDUNG,FVS,MANGO FREEBASE,BEQU,FREEBASE,60ML,400
Maret,2026,VAPOR PIDIE,ACEH,FVS,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Maret,2026,VM PKU,PEKANBARU,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Maret,2026,RAYS,JAKARTA,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,200
Maret,2026,TWENTY ONE VAPE,BANJARMASIN,RAYS,MANGO FREEBASE,BEQU,FREEBASE,60ML,50
Maret,2026,VM CVK,PALEMBANG,PODA,MANGO FREEBASE,BEQU,FREEBASE,60ML,100
